step,weightUpdates,episode,action,state/bandwidth,state/fractionLossRate,state/fractionNackRate,state/fractionPliRate,state/fractionQueueingRtt,state/fractionRtt,state/interarrivalRttJitter,state/lossRate,state/rttMean,state/rttStd,state/rxGoodput,state/txGoodput,reward/rew,reward/rate,reward/rtt,reward/plr,reward/jit,reward/smt,reward/pli,reward/nack,reward/pen
1,0,1,0.2739234,"[6.0631299972534185, 6.921939849853516]",[0.00043868 0.         0.         0.         0.        ],[0.00033951 0.0005698  0.00031466 0.00030395 0.        ],[1.2616704e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00],"[0.03852234035730362, 0.02352600172162056, 0.0342821404337883, 0.02505929209291935, 0.0024784633424133062]","[0.04389343410730362, 0.02889709547162056, 0.0396532341837883, 0.03043038584291935, 0.00784955732524395]","[0.028094815090298653, 0.024571111425757408, 0.026178572326898575, 0.026146825402975082, 0.027961110696196556]",[0.00541    0.00391828 0.00311132 0.00258989 0.00222083],0.030318366,0.01659809,"[7.177440643310547, 6.8025562286376955, 7.071652030944825, 6.614208793640137, 6.354425621032715]","[7.138423728942871, 6.757732009887696, 6.746572875976563, 6.633007431030274, 6.448342132568359]",0.7965694304452317,0.07637208882119366,0.2,0.24989033026258067,0.07309660629971393,0.1,0.04873832954832198,0.04847207551342138,
2,0,1,-0.46042657,"[7.0044660568237305, 8.16685905456543]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0069122314453125, 0.0069122314453125, 0.00830078125, 0.00830078125, 0.00830078125]","[0.0122833251953125, 0.0122833251953125, 0.013671875, 0.013671875, 0.013671875]","[0.025566667318344116, 0.025566667318344116, 0.023933332413434982, 0.023933332413434982, 0.023933332413434982]",[0.00202202 0.00200253 0.00198576 0.00197183 0.00196111],0.02858429,0.016584883,"[3.894461441040039, 3.765125465393066, 3.2825069427490234, 2.58821005821228, 3.2875280380249023]","[3.7924156188964844, 3.7769824028015133, 3.3768125534057614, 2.572605037689209, 3.4159090042114255]",0.7317639212040715,0.042555652080910895,0.2,0.25,0.07504671030371612,0.06416155881944445,0.05,0.05,
3,0,1,-0.918053,"[8.243900108337401, 9.622339248657227]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.026763916015625, 0.026763916015625, 0.02716064453125, 0.02716064453125, 0.02716064453125]","[0.032135009765625, 0.032135009765625, 0.03253173828125, 0.03253173828125, 0.03253173828125]","[0.024744443595409393, 0.024744443595409393, 0.030855555087327957, 0.030855555087327957, 0.030855555087327957]",[0.00193922 0.00193258 0.00192694 0.00192255 0.00192054],0.028925115,0.015849866,"[1.3701625108718871, 0.9315615057945251, 0.9914554834365845, 1.0487410306930542, 0.8956559896469116]","[1.3203500270843507, 0.9195989966392517, 1.0172564744949342, 1.110163974761963, 0.8885709881782532]",0.6869768854203593,0.010965880603680894,0.1790194424715909,0.25,0.07111709463675404,0.07587446770833334,0.05,0.05,
4,0,1,-0.96694475,"[9.698917961120605, 10.0]",[0. 0. 0. 0. 0.],[0.         0.         0.04545455 0.         0.        ],[0. 0. 0. 0. 0.],"[0.0709228515625, 0.0709228515625, 0.0335845947265625, 0.0335845947265625, 0.0335845947265625]","[0.0762939453125, 0.0762939453125, 0.0389556884765625, 0.0389556884765625, 0.0389556884765625]","[0.028966667130589485, 0.028966667130589485, 0.02678888849914074, 0.02678888849914074, 0.02678888849914074]",[0.00191053 0.00190632 0.00190269 0.0018998  0.00189794],0.031316757,0.017951254,"[0.70539048910141, 0.6677025020122529, 0.5405360043048859, 0.7824600100517274, 0.6623789966106415]","[0.7191434979438782, 0.6586090087890626, 0.5490600019693375, 0.7609750151634216, 0.6385290086269378]",0.6489449257694961,0.0047484369111917175,0.16719493865966797,0.25,0.07245609565318188,0.1,0.05,0.004545454545454547,
5,1,1,0.6265404,"[7.03204402923584, 7.109045028686523]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0688629150390625, 0.05374908447265625, 0.03863525390625, 0.03863525390625, 0.0496063232421875]","[0.0742340087890625, 0.05912017822265625, 0.04400634765625, 0.04400634765625, 0.0549774169921875]","[0.027788888663053513, 0.027744444087147713, 0.027699999511241913, 0.027699999511241913, 0.026333333924412727]",[0.00185356 0.00181784 0.00177988 0.0017565  0.00174416],0.03327032,0.018930148,"[7.210630226135254, 7.632752418518066, 9.980851745605468, 8.955133247375489, 6.895173263549805]","[7.1563720703125, 7.85198974609375, 9.767501258850098, 7.037225914001465, 7.099394798278809]",0.7201030353969589,0.08689698816617064,0.18762286259577826,0.25,0.07332500130167659,0.022258183333333337,0.05,0.05,
6,1,1,0.8255112,"[7.245475769042969, 10.0]",[0.         0.00987116 0.20289855 0.         0.        ],[0.0016835  0.00042831 0.00304878 0.         0.0013624 ],[0.         0.00010708 0.         0.         0.        ],"[0.0439961738884449, 0.0376129150390625, 0.03022003173828125, 0.025970458984375, 0.025970458984375]","[0.0493672676384449, 0.0429840087890625, 0.03559112548828125, 0.031341552734375, 0.031341552734375]","[0.03306296467781067, 0.03240000084042549, 0.0320499986410141, 0.03256666660308838, 0.03256666660308838]",[0.00282805 0.00388925 0.00822478 0.01019264 0.01000128],0.033911344,0.018192578,"[9.79382781982422, 9.230611419677734, 8.233927726745605, 10.0, 8.701386260986329]","[9.570208549499512, 8.87305507659912, 8.23489761352539, 10.0, 9.083788871765137]",0.7327254956413349,0.09453254917826426,0.2,0.1968075734576602,0.06962701004974126,0.08898913888888887,0.03929221544062533,0.04347700862615497,
7,1,1,0.21327162,"[10.0, 10.0]",[0.         0.         0.01071429 0.         0.        ],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0290679931640625, 0.0290679931640625, 0.0283203125, 0.0275726318359375, 0.0275726318359375]","[0.0344390869140625, 0.0344390869140625, 0.03369140625, 0.0329437255859375, 0.0329437255859375]","[0.026822222396731377, 0.026822222396731377, 0.02616666629910469, 0.025511110201478004, 0.025511110201478004]",[0.00972274 0.00960462 0.00958042 0.0095888  0.00954937],0.033909213,0.0175969,"[9.141740036010741, 8.035008811950684, 6.723101615905762, 6.949715805053711, 4.93171501159668]","[9.139970207214356, 7.829900932312012, 6.468230247497559, 6.597723007202148, 5.0164939880371096]",0.7794431478117552,0.07926697083756258,0.2,0.24732142857142858,0.07405989805554171,0.07879485034722222,0.05,0.05,
8,1,1,0.45899308,"[10.0, 10.0]",[0.         0.         0.         0.         0.00442478],[0.         0.         0.         0.         0.00444444],[0. 0. 0. 0. 0.],"[0.0275726318359375, 0.0200958251953125, 0.0200958251953125, 0.0200958251953125, 0.0312957763671875]","[0.0329437255859375, 0.0254669189453125, 0.0254669189453125, 0.0254669189453125, 0.0366668701171875]","[0.025511110201478004, 0.03132222220301628, 0.03132222220301628, 0.03132222220301628, 0.029822222888469696]",[0.00936073 0.00923951 0.00913734 0.00903754 0.0090034 ],0.033595692,0.017133515,"[8.887133598327637, 7.744090270996094, 8.619981002807616, 6.586902046203614, 8.656122016906739]","[8.896982383728027, 7.422980499267578, 8.410655403137207, 6.493227005004883, 8.556763839721679]",0.801871021552898,0.08662592217268729,0.2,0.2488938053097345,0.07079573851492064,0.1,0.05,0.04555555555555556,
9,1,1,0.087249994,"[7.211075973510742, 5.090496921539307]",[0.         0.         0.00134356 0.         0.        ],[0.0000000e+00 0.0000000e+00 4.3399010e-05 7.4074073e-03 0.0000000e+00],[0. 0. 0. 0. 0.],"[0.0312957763671875, 0.0312957763671875, 0.011383056640625, 0.011383056640625, 0.011383056640625]","[0.0366668701171875, 0.0366668701171875, 0.016754150390625, 0.016754150390625, 0.016754150390625]","[0.029822222888469696, 0.029822222888469696, 0.032733332365751266, 0.032733332365751266, 0.032733332365751266]",[0.00896145 0.00889737 0.00566866 0.00565452 0.00564066],0.033271734,0.01700257,"[7.804714775085449, 8.157901191711426, 5.935853958129883, 5.95512924194336, 6.006418228149414]","[7.904086112976074, 8.027289772033692, 6.963548851013184, 5.827952766418457, 5.7256872177124025]",0.7743412936907907,0.07610441988447086,0.2,0.24966410956529278,0.06984484565893696,0.08617872500000001,0.05,0.042549193582090035,
10,2,1,0.87014484,"[5.1345641136169435, 5.317146873474122]",[0. 0. 0. 0. 1.],[0.         0.         0.00877193 0.         0.        ],[0. 0. 0. 0. 0.],"[0.014129638671875, 0.016876220703125, 0.016876220703125, 0.016876220703125, 0.023681640625]","[0.019500732421875, 0.022247314453125, 0.022247314453125, 0.022247314453125, 0.029052734375]","[0.03051111102104187, 0.028288889676332474, 0.028288889676332474, 0.028288889676332474, 0.028955556452274323]",[0.00557313 0.00552614 0.00548388 0.00544998 0.0059634 ],0.03267254,0.016727587,"[7.799460220336914, 9.202307319641113, 9.95561351776123, 10.0, 10.0]","[8.043570709228515, 9.10706901550293, 9.894107246398926, 10.0, 10.0]",0.531209127851392,0.09591063512954118,0.2,0.0,0.07135659858807888,0.07271382395833335,0.05,0.0412280701754386,
