step,weightUpdates,episode,action,state/fractionLossRate,state/fractionNackRate,state/fractionPliRate,state/fractionQueueingRtt,state/fractionRtt,state/gradientRtt,state/interarrivalJitter,state/lossRate,state/rttMean,state/rttStd,state/rxRate,state/txRate,reward/rew,reward/rate,reward/rtt,reward/plr,reward/jit,reward/smt,reward/pli,reward/nack
2,6,2,0.7780726,0.0,0.0,0.0,0.0,0.038085938,-0.0039367676,0.0249,0.0,0.04005432,0.0019683838,1.844551,1.875901,0.7718273529495423,0.038338375412477206,0.2,0.2,0.15117377753706518,0.0323152,0.075,0.075
3,6,2,-0.18676901,0.0,0.0,0.0,0.0024871826,0.04057312,0.0024871826,0.025044445,0.0,0.040227253,0.0016256798,10.740786,10.6350355,0.8789713551238921,0.1604343691364064,0.19725341796875,0.2,0.1509376813520691,0.020345886666666663,0.075,0.075
4,6,2,0.8399832,0.0,0.0,0.0,0.0,0.03756714,-0.0030059814,0.025933333,0.0,0.039562225,0.0018190427,6.736801,6.8570676,0.8505520471904221,0.11438958380045282,0.2,0.2,0.14950907672330271,0.03665338666666667,0.075,0.075
5,6,2,0.9762013,0.0,0.010143703,0.0,0.0059814453,0.043548584,0.0059814453,0.029277777,0.0,0.040359497,0.0022780916,13.161858,13.15667,0.883729880312099,0.1838746868887363,0.19202537536621095,0.2,0.14446222506757725,0.02858314666666667,0.075,0.05978444632290786
6,6,2,-0.9546468,0.0,0.021934198,0.0,0.0018005371,0.039367676,-0.004180908,0.028877778,0.0,0.040194195,0.0021121975,11.624244,11.237635,0.876324142581549,0.16930938561461384,0.2,0.2,0.14504142974526682,0.044874623333333336,0.075,0.042098703888335
7,6,2,0.3830558,0.0,0.13043478,0.0,0.0015106201,0.03907776,-0.000289917,0.032277778,0.0,0.040034704,0.001994157,0.695414,0.70374304,0.6441970464450781,0.01532944825104643,0.2,0.2,0.14029703152736503,0.013570566666666672,0.075,0.0
8,6,2,0.32592976,0.0,0.0,0.0023980816,0.0021362305,0.03970337,0.00062561035,0.027722223,0.0,0.039993286,0.0018685787,7.6767592,7.6686544,0.0,0.12618934828811512,0.1995400565011161,0.2,0.14675006520609105,0.026728850000000005,0.0,0.075
9,6,2,-0.86110467,0.0,0.0,0.0,0.0007171631,0.0382843,-0.0014190674,0.026266666,0.0,0.0398034,0.0018417626,8.924091,9.013699,0.889828143400311,0.14084448065286836,0.2,0.2,0.1489836627474427,0.05,0.075,0.075
10,7,2,0.019827247,0.0,0.0,0.0,0.001159668,0.038726807,0.00044250488,0.026,0.0,0.03969574,0.0017768497,0.372211,0.371738,0.7292480143454769,0.008350723574837743,0.2,0.2,0.14940355743730593,0.021493733333333334,0.075,0.075
11,7,2,-0.14065665,0.0,0.0,0.0,0.00289917,0.04046631,0.001739502,0.028988888,0.0,0.03976579,0.0017085812,7.050426,6.953409,0.8388989906711638,0.11840456467103533,0.19787521362304689,0.2,0.14487992904374833,0.027739283333333333,0.075,0.075
12,7,2,0.1392994,0.0,0.0,0.0,0.002609253,0.04017639,-0.000289917,0.030044444,0.0,0.039800007,0.0016397736,4.2276073,4.2400036,0.8129171564905849,0.07898614346793816,0.19997177124023438,0.2,0.14336863844907918,0.040590603333333336,0.075,0.075
13,7,2,-0.7828042,0.0,0.0,0.0,0.0006713867,0.038238525,-0.0019378662,0.02278889,0.0,0.039679892,0.0016294634,2.306684,2.343537,0.7952552611843786,0.04689352572754507,0.2,0.2,0.15476481212350035,0.043596923333333336,0.075,0.075
14,7,2,0.21109974,0.0,0.08737864,0.0,0.0,0.036315918,-0.0019226074,0.03262222,0.0,0.03943961,0.0017933407,0.895748,0.89434904,0.6843732469716939,0.019535989225979034,0.2,0.2,0.13983725774571482,0.05,0.075,0.0
15,7,2,0.1487428,0.0,0.002805049,0.0,0.0026397705,0.03895569,0.0026397705,0.037355557,0.0,0.03940735,0.0017367317,6.000753,5.986348,0.8148330071129217,0.10463765673609378,0.19757766723632814,0.2,0.13384194010637185,0.03298331666666667,0.075,0.07079242636746143
