step,weightUpdates,episode,action,state/bandwidth,state/fractionLossRate,state/fractionNackRate,state/fractionPliRate,state/fractionQueueingRtt,state/fractionRtt,state/interarrivalRttJitter,state/lossRate,state/rttMean,state/rttStd,state/rxGoodput,state/txGoodput,reward/rew,reward/rate,reward/rtt,reward/plr,reward/jit,reward/smt,reward/pli,reward/nack,reward/pen
1,0,1,0.2739234,"[6.110442161560059, 10.0]",[0. 0. 0. 0. 0.],[0.00097028 0.         0.0023242  0.         0.        ],[4.9077345e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00],"[0.0549808070063591, 0.0537261962890625, 0.0459442138671875, 0.03949737548828125, 0.024042129516601562]","[0.0816226527094841, 0.0803680419921875, 0.0725860595703125, 0.06613922119140625, 0.05068397521972656]","[0.02908271551132202, 0.03135000169277191, 0.03202638775110245, 0.0359250009059906, 0.03171805664896965]",[0. 0. 0. 0. 0.],0.07055664,0.0137286,"[6.939216423034668, 6.502890396118164, 7.065482521057129, 6.174546813964844, 7.210972404479981]","[6.866307830810547, 6.387446975708008, 6.9952941894531255, 6.241560554504395, 7.0172113418579105]",0.8999946665234699,0.19039936737585123,0.2,0.25,0.06779751562379076,0.1,0.04509226541028662,0.04670551811354128,
2,0,1,-0.46042657,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.001556396484375, 0.001556396484375, 0.001556396484375, 0.0, 0.0]","[0.0154571533203125, 0.0154571533203125, 0.0154571533203125, 0.0139007568359375, 0.0139007568359375]","[0.033622223883867264, 0.033622223883867264, 0.033622223883867264, 0.028044443577528, 0.028044443577528]",[0. 0. 0. 0. 0.],0.06149728,0.024049873,"[5.21842155456543, 3.2804690361022946, 4.246247100830078, 4.18596305847168, 3.141831016540527]","[5.09401912689209, 3.1338198661804197, 4.070496463775635, 4.261512088775635, 3.2851900100708007]",0.8152026894273867,0.12473377073450488,0.2,0.25,0.069260954977604,0.07120796371527778,0.05,0.05,
3,0,1,-0.918053,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0058746337890625, 0.0, 0.0, 0.0, 0.0]","[0.0139007568359375, 0.008026123046875, 0.008026123046875, 0.008026123046875, 0.008026123046875]","[0.028044443577528, 0.021111110225319862, 0.021111110225319862, 0.021111110225319862, 0.021111110225319862]",[0. 0. 0. 0. 0.],0.054198682,0.0287124,"[1.1674445152282715, 0.9815659999847413, 1.2341534852981568, 1.0514780282974243, 0.9312359929084778]","[1.1372944831848144, 0.9721390008926392, 1.2434015274047852, 1.0793450355529786, 0.9972239851951599]",0.7209359379342146,0.028441554965361052,0.2,0.25,0.07313407776052015,0.06936030520833333,0.05,0.05,
4,0,1,-0.96694475,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0106201171875, 0.0106201171875, 0.0030364990234375, 0.0030364990234375, 0.0030364990234375]","[0.018646240234375, 0.018646240234375, 0.0110626220703125, 0.0110626220703125, 0.0110626220703125]","[0.0215000007301569, 0.0215000007301569, 0.026422223076224327, 0.026422223076224327, 0.026422223076224327]",[0. 0. 0. 0. 0.],0.049356315,0.029862644,"[0.7070529937744141, 0.7243044972419739, 0.6003380000591279, 0.7203739881515503, 0.4543740004301071]","[0.6851804912090302, 0.7091339945793151, 0.6397620022296906, 0.6753239989280702, 0.46576400101184845]",0.7349404383665489,0.010570282082203604,0.2,0.25,0.07437015628434522,0.1,0.05,0.05,
5,1,1,0.6265404,"[7.111964988708496, 7.456099128723145]",[0. 0. 0. 0. 0.],[0.         0.00367647 0.00520833 0.         0.        ],[0. 0. 0. 0. 0.],"[0.0037994384765625, 0.0037994384765625, 0.01287078857421875, 0.021942138671875, 0.021942138671875]","[0.0118255615234375, 0.0118255615234375, 0.02089691162109375, 0.02996826171875, 0.02996826171875]","[0.02315555512905121, 0.02315555512905121, 0.023355554789304733, 0.023555556312203407, 0.023555556312203407]",[0. 0. 0. 0. 0.],0.045988943,0.029910427,"[7.222266578674317, 6.233678436279297, 9.371409797668457, 7.549913215637207, 6.361380195617676]","[6.656961059570313, 6.110088539123535, 9.51543140411377, 7.978183746337891, 6.653300094604492]",0.8499865291143012,0.20201575800630028,0.2,0.25,0.07671433440456937,0.03014124062500001,0.05,0.04111519607843137,
6,1,1,0.8255112,"[7.52701473236084, 5.8098539352417]",[0.04142012 0.         0.         0.         0.01709402],[0.00109649 0.00097752 0.         0.         0.00083333],[0.00084746 0.         0.         0.         0.        ],"[0.014400482177734375, 0.011388142593204975, 0.0259857177734375, 0.03029886819422245, 0.0272979736328125]","[0.022426605224609375, 0.01941426657140255, 0.0340118408203125, 0.0383249931037426, 0.0353240966796875]","[0.037994444370269775, 0.036403704434633255, 0.036455556750297546, 0.03880370408296585, 0.04091111198067665]",[0.02877904 0.02865748 0.0277004  0.02689841 0.0260125 ],0.04301264,0.028282518,"[9.593370819091797, 8.682373046875, 8.978505516052246, 9.42750415802002, 10.0]","[9.809188652038575, 8.870224380493164, 8.488918113708497, 9.413521766662598, 9.725257110595702]",0.822506673101945,0.23882946993332949,0.19755269168468004,0.1949097686087521,0.06483688801535842,0.07928519652777778,0.0,0.04709265833204713,
7,1,1,0.21327162,"[6.100346183776856, 8.335657119750977]",[0. 0. 0. 0. 0.],[0.         0.         0.00500369 0.         0.00632911],[0. 0. 0. 0. 0.],"[0.0308990478515625, 0.0308990478515625, 0.029937744140625, 0.0289764404296875, 0.0289764404296875]","[0.0389251708984375, 0.0389251708984375, 0.0379638671875, 0.0370025634765625, 0.0370025634765625]","[0.03281111270189285, 0.03281111270189285, 0.031511109322309494, 0.030211111530661583, 0.030211111530661583]",[0.02525511 0.02489278 0.02440805 0.02416596 0.02399753],0.04261607,0.027124725,"[7.245732688903809, 7.1152088165283205, 7.937788963317871, 7.022801208496094, 6.266007995605469]","[7.0972192764282225, 7.065534591674805, 8.158698272705077, 6.445709991455078, 6.195876884460449]",0.8769915302864072,0.19738138204222916,0.19426259306288257,0.25,0.06979330464210882,0.07688705381944445,0.05,0.03866719671974203,
8,1,1,0.45899308,"[8.431793212890625, 9.81366786956787]",[0.         0.         0.06741573 0.         0.        ],[0.         0.00190114 0.         0.         0.        ],[0.         0.00190114 0.         0.         0.        ],"[0.0298309326171875, 0.0298309326171875, 0.020843505859375, 0.020843505859375, 0.0152587890625]","[0.0378570556640625, 0.0378570556640625, 0.02886962890625, 0.02886962890625, 0.023284912109375]","[0.03240000084042549, 0.03240000084042549, 0.027533333748579025, 0.027533333748579025, 0.033133331686258316]",[0.02341068 0.02294415 0.02316536 0.02292405 0.02271891],0.04185791,0.026247656,"[7.123949241638184, 9.28120059967041, 6.427162551879883, 7.953451919555664, 6.781662178039551]","[7.161402893066406, 9.505895614624023, 6.618888282775879, 7.659090995788574, 6.978602981567383]",0.8101087411245692,0.2053000235733097,0.2,0.18712915035980307,0.0695807078758671,0.1,0.0,0.048098859315589354,
9,1,1,0.087249994,"[9.932200050354004, 8.363204765319823]",[0. 0. 0. 0. 0.],[0.         0.         0.         0.00862069 0.        ],[0. 0. 0. 0. 0.],"[0.0152587890625, 0.0152587890625, 0.0090484619140625, 0.0037384033203125, 0.0037384033203125]","[0.023284912109375, 0.023284912109375, 0.0170745849609375, 0.0117645263671875, 0.0117645263671875]","[0.033133331686258316, 0.033133331686258316, 0.0348111093044281, 0.03162222355604172, 0.03162222355604172]",[0.02218111 0.02191109 0.0216234  0.02148128 0.0213362 ],0.04022919,0.026011972,"[7.941378402709961, 5.933205223083497, 5.980821228027344, 5.7974348068237305, 7.651034927368164]","[8.363562965393067, 5.959743499755859, 5.731987762451172, 4.729135131835938, 6.938406753540039]",0.8978011863897509,0.18792496231348507,0.2,0.25,0.06849691373143825,0.1,0.05,0.041379310344827586,
10,2,1,0.87014484,"[8.458357238769532, 9.846855735778808]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0037384033203125, 0.0024871826171875, 0.0012359619140625, 0.0012359619140625, 0.0012359619140625]","[0.0117645263671875, 0.0105133056640625, 0.0092620849609375, 0.0092620849609375, 0.0092620849609375]","[0.03162222355604172, 0.03261110931634903, 0.03359999880194664, 0.03359999880194664, 0.03359999880194664]",[0.02088942 0.0204882  0.02013056 0.01985714 0.01969466],0.038243823,0.026223283,"[6.532804107666016, 10.0, 8.792144775390625, 10.0, 9.263520050048829]","[6.9159437179565435, 10.0, 8.602931022644043, 10.0, 9.179883766174317]",0.9272827755611368,0.23151692938594437,0.2,0.25,0.06927541700852557,0.07649042916666669,0.05,0.05,
