step,weightUpdates,episode,action,state/bandwidth,state/fractionLossRate,state/fractionNackRate,state/fractionPliRate,state/fractionQueueingRtt,state/fractionRtt,state/interarrivalRttJitter,state/lossRate,state/rttMean,state/rttStd,state/rxGoodput,state/txGoodput,reward/rew,reward/rate,reward/rtt,reward/plr,reward/jit,reward/smt,reward/pli,reward/nack,reward/pen
1,0,1,0.2739234,"[6.076676940917969, 10.0]",[0.00019265 0.         0.         0.         0.        ],[6.4366635e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0101011e-03],[2.1455544e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00],"[0.01109186839312315, 0.0095672607421875, 0.019883589819073677, 0.00704817334190011, 0.003012917237356305]","[0.019987741485238075, 0.018463134765625, 0.028779463842511177, 0.015944046899676323, 0.011908791027963161]","[0.028769444674253464, 0.0214555561542511, 0.02408282831311226, 0.024705050513148308, 0.023202020674943924]",[0.00189693 0.00134117 0.00104608 0.00086937 0.00074351],0.019023962,0.007877427,"[7.250015068054199, 6.6655469894409185, 7.11762752532959, 6.8708545684814455, 6.752962112426758]","[7.041880226135254, 6.531957817077637, 7.062387466430664, 6.8169145584106445, 6.608269882202149]",0.8774157545107643,0.038714243482509056,0.1,0.2999422039558181,0.14519935117983446,0.1,0.09570889117748027,0.0978510647151224,
2,0,1,-0.46042657,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0233612060546875, 0.010711669921875, 0.010711669921875, 0.011810302734375, 0.011810302734375]","[0.032257080078125, 0.0196075439453125, 0.0196075439453125, 0.0207061767578125, 0.0207061767578125]","[0.031066667288541794, 0.024755556136369705, 0.024755556136369705, 0.022744445130228996, 0.022744445130228996]",[0.00067581 0.0006664  0.00065934 0.00065407 0.00065081],0.019518808,0.007724493,"[3.8208024024963376, 3.939754867553711, 2.8506990432739254, 3.180177879333496, 2.801530075073242]","[3.81671142578125, 4.0573655128479, 2.938591957092285, 3.08190803527832, 2.485783004760742]",0.8227786243180422,0.021014145759510366,0.09745534172147027,0.3,0.14194255718112736,0.06236657965593434,0.1,0.1,
3,0,1,-0.918053,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0087890625, 0.0087890625, 0.011444091796875, 0.01409912109375, 0.01409912109375]","[0.0176849365234375, 0.0176849365234375, 0.0203399658203125, 0.0229949951171875, 0.0229949951171875]","[0.025555554777383804, 0.025555554777383804, 0.027855556458234787, 0.03015555627644062, 0.03015555627644062]",[0.00064217 0.00063975 0.00063708 0.00063555 0.00063443],0.019536057,0.0073386305,"[1.1829144954681396, 0.9404935121536255, 1.1076969861984254, 1.0590030193328857, 0.915638017654419]","[1.1383434772491454, 0.9381490111351013, 1.096378493309021, 0.9010180115699769, 0.893487012386322]",0.824920381686144,0.005431858731935648,0.1,0.3,0.1432118948292084,0.07627662812500001,0.1,0.1,
4,0,1,-0.96694475,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.00592041015625, 0.00592041015625, 0.02862548828125, 0.05133056640625, 0.05133056640625]","[0.0148162841796875, 0.0148162841796875, 0.0375213623046875, 0.0602264404296875, 0.0602264404296875]","[0.02419999986886978, 0.02419999986886978, 0.026188889518380165, 0.0281777773052454, 0.0281777773052454]",[0.00063111 0.00062913 0.00062753 0.00062591 0.0006253 ],0.020751765,0.010476453,"[0.7194440126419068, 0.726657509803772, 0.5783064961433411, 0.7326789975166321, 0.6614699959754944]","[0.7028104901313782, 0.7224430084228516, 0.5854304969310761, 0.7343799829483033, 0.6700750052928925]",0.835763584230562,0.0024766776391172444,0.08721690236786266,0.3,0.14607000422358216,0.1,0.1,0.1,
5,1,1,0.6265404,"[7.9058879852294925, 7.9058879852294925]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.03466033935546875, 0.0179901123046875, 0.004547119140625, 0.004547119140625, 0.004547119140625]","[0.04355621337890625, 0.026885986328125, 0.0134429931640625, 0.0134429931640625, 0.0134429931640625]","[0.02871111035346985, 0.029244445264339447, 0.030677778646349907, 0.030677778646349907, 0.030677778646349907]",[0.00060975 0.00059613 0.00058046 0.00056661 0.00056029],0.021073587,0.010998382,"[6.067800903320313, 6.8863372802734375, 7.7603717803955075, 7.847492218017578, 10.0]","[6.036271286010742, 6.8838848114013675, 7.5190931320190435, 7.727736091613769, 10.0]",0.8111024483816413,0.04183703775863595,0.1,0.3,0.14248092103967203,0.026784489583333328,0.1,0.1,
6,1,1,0.8255112,"[8.057610893249512, 9.89295310974121]",[0.00713012 0.         0.         0.0948718  0.        ],[0.0003643  0.         0.00575615 0.00238095 0.        ],[0.         0.00299401 0.         0.         0.        ],"[0.0015411376953125, 0.0046234130859375, 0.0046234130859375, 0.0057220458984375, 0.0057220458984375]","[0.005767822265625, 0.00885009765625, 0.00885009765625, 0.00994873046875, 0.00994873046875]","[0.032588887959718704, 0.03385555371642113, 0.03385555371642113, 0.02768888883292675, 0.02768888883292675]",[0.00151507 0.0034209  0.00334873 0.00503289 0.00491826],0.019680481,0.011127224,"[9.329862594604492, 8.54892807006836, 9.487940979003906, 9.627321434020995, 9.76631565093994]","[8.82358684539795, 8.556867980957032, 9.51286277770996, 9.371659278869629, 9.686442756652832]",0.7213557143050782,0.047819994636362634,0.1,0.2693994241053065,0.13821902486291684,0.08292007013888891,0.0,0.08299720056160337,
7,1,1,0.21327162,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0.         0.         0.         0.00561798 0.        ],"[0.0075225830078125, 0.0075225830078125, 0.0075225830078125, 0.0075225830078125, 0.01904296875]","[0.011749267578125, 0.011749267578125, 0.011749267578125, 0.011749267578125, 0.0232696533203125]","[0.03104444406926632, 0.03104444406926632, 0.03104444406926632, 0.03104444406926632, 0.023988889530301094]",[0.00474268 0.0046718  0.00460629 0.00457094 0.00454351],0.019269284,0.010917587,"[8.073847770690918, 8.086319541931152, 5.916792106628418, 6.571500015258789, 7.3087707519531255]","[7.789598846435547, 7.7517091751098635, 5.962977027893067, 6.477042198181152, 7.751075172424317]",0.7578563374485652,0.03977582913996208,0.09861386022835135,0.3,0.14197318627469616,0.07749346180555557,0.0,0.1,
8,1,1,0.45899308,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.01904296875, 0.012451171875, 0.012451171875, 0.01784515380859375, 0.0232391357421875]","[0.0232696533203125, 0.0166778564453125, 0.0166778564453125, 0.02207183837890625, 0.0274658203125]","[0.023988889530301094, 0.02548888884484768, 0.02548888884484768, 0.027922222390770912, 0.030355555936694145]",[0.00444258 0.00437705 0.00430513 0.00423444 0.00419254],0.019367876,0.010566926,"[7.100529479980469, 7.497208595275879, 8.31857681274414, 9.463145637512207, 6.6140789031982425]","[7.288334465026856, 7.977885055541992, 8.118949508666992, 9.151765632629395, 6.650096893310547]",0.8810454936374114,0.04217046490256818,0.0959441875589305,0.3,0.1429308411759128,0.1,0.1,0.1,
9,1,1,0.087249994,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],"[0.0070343017578125, 0.0070343017578125, 0.0070343017578125, 0.0070343017578125, 0.022918701171875]","[0.011260986328125, 0.011260986328125, 0.011260986328125, 0.011260986328125, 0.0271453857421875]","[0.037788890302181244, 0.037788890302181244, 0.037788890302181244, 0.037788890302181244, 0.028622223064303398]",[0.0041037  0.00406017 0.00401459 0.00398616 0.00395493],0.01897295,0.010416237,"[6.363768005371094, 6.716653442382813, 6.489424133300782, 6.175942993164063, 4.979724979400635]","[5.928215599060059, 6.545283889770508, 6.406028175354004, 5.839356231689453, 4.778181076049805]",0.8514549130201884,0.03535996585378836,0.1,0.3,0.13332000133306673,0.08277494583333334,0.1,0.1,
10,2,1,0.87014484,"[10.0, 10.0]",[0. 0. 0. 0. 0.],[0.00299401 0.         0.         0.         0.        ],[0. 0. 0. 0. 0.],"[0.022918701171875, 0.022247314453125, 0.022247314453125, 0.019683837890625, 0.019683837890625]","[0.0271453857421875, 0.0264739990234375, 0.0264739990234375, 0.0239105224609375, 0.0239105224609375]","[0.028622223064303398, 0.029044443741440773, 0.029044443741440773, 0.02557777799665928, 0.02557777799665928]",[0.00385675 0.00379969 0.00374691 0.00372335 0.00369454],0.019344883,0.010258775,"[8.534288215637208, 9.180030250549317, 10.0, 10.0, 8.972024726867676]","[8.425543022155761, 9.508332061767579, 10.0, 10.0, 8.887626838684081]",0.8461966465439902,0.0477690542048779,0.09286798957649989,0.3,0.1447993558813748,0.06674827083333335,0.1,0.09401197604790419,
