train/ent_coef,train/learning_rate,rollout/ep_len_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps
0.10000000149011612,0.0002707133333333334,50.0,184,9189,-136.50889587402344,0.019142884761095047,0,31638,38.88338338,9200
0.10000000149011612,0.00026137999999999997,50.0,188,9389,-139.1754608154297,0.014208854176104069,0,32327,38.918886459999996,9400
0.10000000149011612,0.00025204666666666666,50.0,192,9589,-141.83248901367188,0.01896354928612709,0,33013,38.93836185,9600
0.10000000149011612,0.00024271333333333333,50.0,196,9789,-144.5818328857422,0.023474611341953278,0,33700,38.94567524000001,9800
0.10000000149011612,0.00023338000000000002,50.0,200,9989,-147.1771240234375,0.018074892461299896,0,34393,38.94734661,10000
0.10000000149011612,0.0002240466666666667,50.0,204,10189,-149.7189483642578,0.01972806453704834,0,35081,38.96545707,10200
0.10000000149011612,0.00021471333333333332,50.0,208,10389,-152.4098663330078,0.01734752207994461,0,35791,38.982403270000006,10400
0.10000000149011612,0.00020538,50.0,212,10589,-155.04696655273438,0.020907338708639145,0,36492,38.994124629999995,10600
0.10000000149011612,0.00019604666666666668,50.0,216,10789,-157.60406494140625,0.026458173990249634,0,37190,39.01666247,10800
0.10000000149011612,0.00018671333333333337,50.0,220,10989,-160.2534637451172,0.019326135516166687,0,37890,39.031311519999996,11000
0.10000000149011612,0.00017737999999999996,50.0,224,11189,-162.89878845214844,0.01802728697657585,0,38582,39.05332108,11200
0.10000000149011612,0.00016804666666666665,50.0,228,11389,-165.46405029296875,0.022372886538505554,0,39267,39.078738969999996,11400
0.10000000149011612,0.00015871333333333334,50.0,232,11589,-168.03030395507812,0.017829513177275658,0,39951,39.107986860000004,11600
0.10000000149011612,0.00014938,50.0,236,11789,-170.536865234375,0.01724027469754219,0,40636,39.1381503,11800
0.10000000149011612,0.00014004666666666662,50.0,240,11989,-173.09780883789062,0.020643603056669235,0,41327,39.15005363000001,12000
0.10000000149011612,0.00013071333333333331,50.0,244,12189,-175.64488220214844,0.016408627852797508,0,42012,39.170393239999996,12200
0.10000000149011612,0.00012137999999999999,50.0,248,12389,-178.15321350097656,0.01869557984173298,0,42700,39.19121171,12400
0.10000000149011612,0.00011204666666666669,50.0,252,12589,-180.7246856689453,0.018507055938243866,0,43377,39.22848081,12600
0.10000000149011612,0.00010271333333333337,50.0,256,12789,-183.17100524902344,0.018802771344780922,0,44049,39.24659406000001,12800
0.10000000149011612,9.337999999999998e-05,50.0,260,12989,-185.6568603515625,0.01926526054739952,0,44725,39.25876192,13000
0.10000000149011612,8.404666666666666e-05,50.0,264,13189,-188.1906280517578,0.019231237471103668,0,45403,39.281994559999994,13200
0.10000000149011612,7.471333333333335e-05,50.0,268,13389,-190.6464080810547,0.01737799495458603,0,46079,39.29323789,13400
0.10000000149011612,6.538000000000003e-05,50.0,272,13589,-193.1095428466797,0.019729208201169968,0,46751,39.29922622000001,13600
0.10000000149011612,5.604666666666663e-05,50.0,276,13789,-195.56149291992188,0.021906990557909012,0,47423,39.31416925,13800
0.10000000149011612,4.671333333333332e-05,50.0,280,13989,-197.94720458984375,0.01954732835292816,0,48103,39.31271725,14000
0.10000000149011612,3.7380000000000005e-05,50.0,284,14189,-200.40463256835938,0.02076137438416481,0,48780,39.32284688,14200
0.10000000149011612,2.8046666666666687e-05,50.0,288,14389,-202.807861328125,0.022283419966697693,0,49460,39.322796350000004,14400
0.10000000149011612,1.871333333333337e-05,50.0,292,14589,-205.21267700195312,0.022745244204998016,0,50134,39.33579528,14600
0.10000000149011612,9.379999999999978e-06,50.0,296,14789,-207.5904541015625,0.028413310647010803,0,50807,39.36055655,14800
